,Country,Region,Happiness Rank,Happiness Score,pca_component_1,pca_component_2,pca_component_3,cluster
30,Uruguay,Latin America and Caribbean,31,6.379,-1.4885471998874702,-0.33245782557870324,-0.49827142664087676,2
31,Qatar,Middle East and Northern Africa,32,6.374,-2.1842463009628514,0.5647449027414742,0.5477617801761941,0
32,Saudi Arabia,Middle East and Northern Africa,33,6.371,-0.9646952474395308,-0.9503227860513288,-0.6233705034813287,2
33,Singapore,Southeastern Asia,34,6.343,-3.71126432810067,1.8652465513809333,1.7178249209536474,0
34,Malaysia,Southeastern Asia,35,6.322,-0.33352851811061,-0.05080173532223407,-0.899652577236094,2
35,Spain,Western Europe,36,6.31,-1.5353941774581124,-1.312231929015753,0.33287918421389995,2
36,Colombia,Latin America and Caribbean,37,6.26,-0.35933066306311445,-1.1935804593834878,-1.1985317937133264,2
37,Trinidad and Tobago,Latin America and Caribbean,38,6.192,-0.7536100174658581,-0.7506505708501781,-0.47952807804158487,2
38,Slovakia,Central and Eastern Europe,39,6.173,-0.6393663187356811,-1.836993917966773,-0.12199556977631698,2
39,El Salvador,Latin America and Caribbean,40,6.167,0.21114688891948918,-1.1915393201332247,-1.7608339605800996,2
40,Nicaragua,Latin America and Caribbean,41,6.141,-0.36573441487431185,0.20594845167137535,-1.3388635540291571,2
41,Poland,Central and Eastern Europe,42,6.123,-1.0716821604877769,-1.1192959579815518,-0.08196726369605431,2
42,Bahrain,Middle East and Northern Africa,43,6.105,-1.463050393059806,0.29324735351481973,0.2827926250001671,2
43,Uzbekistan,Central and Eastern Europe,44,6.096,-1.69998929636405,2.1548078423157824,-0.3194442269476477,0
44,Kuwait,Middle East and Northern Africa,45,6.083,-1.2395800427916572,-0.4365316984778099,0.2503108640322411,2
45,Thailand,Southeastern Asia,46,6.072,-1.089100097441466,0.8754122073173339,-0.13763384268886106,0
46,Italy,Western Europe,47,6.0,-0.8963714388984305,-1.877190027794413,0.6419745105575462,2
47,Ecuador,Latin America and Caribbean,48,5.973,-0.6526306553065852,-0.5075523809993762,-0.6148055034920833,2
48,Belize,?,49,5.956,0.2701355338085794,0.2308403097718276,-1.7140792307169415,2
49,Lithuania,Central and Eastern Europe,50,5.952,-0.3273738670378307,-2.424327118025696,-0.055889428551280894,2
50,Slovenia,Central and Eastern Europe,51,5.948,-1.5897534685192396,-0.6566541865899436,0.7299532610167528,2
51,Romania,Central and Eastern Europe,52,5.945,-0.24573347228670714,-1.4170282922569781,-0.593672977423026,2
52,Latvia,Central and Eastern Europe,53,5.933,-0.37781035300594484,-1.5191998588927278,-0.15011825373555907,2
53,Japan,Eastern Asia,54,5.915,-1.930360868246526,-0.9939781171199193,1.1512520620558122,2
54,Mauritius,Sub-Saharan Africa,55,5.891,-0.8818745498149703,0.06711610262670469,0.05528328485144108,2
55,Jamaica,Latin America and Caribbean,56,5.89,-0.44718380765727495,-1.0482679766518568,-0.552493812519092,2
56,South Korea,Eastern Asia,57,5.875,-0.4955596066876222,-1.4119522262820134,0.4003554561070212,2
57,North Cyprus,Western Europe,58,5.835,-1.3033128166974899,-0.18443546881170406,0.633079635428935,2
58,Russia,Central and Eastern Europe,59,5.81,-0.1818262023369711,-1.7671834191934976,-0.12118889119411914,2
59,Kazakhstan,Central and Eastern Europe,60,5.79,-0.8522280966101302,-0.5715952916442387,0.3732307904787881,2
60,Cyprus,Western Europe,61,5.762,-0.7298570846947116,-0.7903580820181639,0.5250111256678323,2
61,Bolivia,Latin America and Caribbean,62,5.752,0.22859567458928834,-0.21517200300881975,-1.2521620941742544,2
62,Estonia,Central and Eastern Europe,63,5.739,-1.4949595154260942,-0.584607716512251,0.9046647369710912,2
63,Paraguay,Latin America and Caribbean,64,5.681,-0.4993086359462386,-0.3406205810359764,-0.08906417157802167,2
64,Peru,Latin America and Caribbean,65,5.663,-0.07212124783750297,-1.0279237495148688,-0.437126584955519,2
65,Kosovo,Central and Eastern Europe,66,5.662,0.24934607480319745,0.11592383931041507,-0.6245564548128136,2
66,Moldova,Central and Eastern Europe,67,5.64,1.0163061601871746,-1.221941753167428,-1.0870289120606964,2
67,Turkmenistan,Central and Eastern Europe,68,5.636,-0.1772511813571287,-0.571245771530112,0.09269577834910862,2
68,Hungary,Central and Eastern Europe,69,5.62,-0.012410028249924593,-2.156152183308845,0.33397438131075513,1
69,Libya,Middle East and Northern Africa,70,5.566,-0.38115671159622944,-0.2940524637927279,-0.01625107814153782,2
70,Philippines,Southeastern Asia,71,5.524,-0.17692440952086946,0.005918119955496564,-0.5173843046061337,2
71,Honduras,Latin America and Caribbean,72,5.504,0.39792638776259814,-0.0075009984297064744,-0.7936942674890265,2
72,Belarus,Central and Eastern Europe,73,5.483,-0.5370591711849021,-0.9881345415023493,0.7507195470005743,2
73,Turkey,Middle East and Northern Africa,74,5.483,-0.3574057379797892,-1.132557885635669,0.6549191313830827,2
74,Pakistan,Southern Asia,75,5.472,1.5073519727396478,0.34443752372288666,-1.8636606533862043,3
75,Hong Kong,Eastern Asia,76,5.43,-2.502385533968735,1.0050404672248379,2.5401032207964573,0
76,Portugal,Western Europe,77,5.41,-1.0638786627866816,-1.563839118162413,1.3181205087656065,2
77,Serbia,Central and Eastern Europe,78,5.398,0.15327825221193422,-1.263959673646776,0.3466687530201649,1
78,Greece,Western Europe,79,5.358,0.3236566937635683,-2.7067474613188724,0.6004297750758133,1
79,Lebanon,Middle East and Northern Africa,80,5.358,-0.6605378322334046,0.3394922175233126,0.6681665194601837,2
80,Montenegro,Central and Eastern Europe,81,5.347,0.11897571915390004,-1.288877145292616,0.46363893986989324,1
81,Croatia,Central and Eastern Europe,82,5.321,0.010737457838202302,-1.1432998639517846,0.5151380815983624,1
82,Dominican Republic,Latin America and Caribbean,83,5.302,-0.6910345552217674,-0.29579513921284056,0.7703080287609129,2
83,Algeria,Middle East and Northern Africa,84,5.295,0.7592500117476155,-1.719656471481565,0.03962466832261688,1
84,Morocco,Middle East and Northern Africa,85,5.254,0.952370686905317,-1.059383753918811,-0.9634088121772983,2
85,China,Eastern Asia,86,5.246,-0.5318806332916577,-0.8903180611098614,0.5855382308440469,2
86,Azerbaijan,Central and Eastern Europe,87,5.201,-0.06567130552780007,-0.7659158434876492,0.364183276891877,2
87,Tajikistan,Central and Eastern Europe,88,5.199,1.2345808575557498,-0.5032828949768223,-0.8341946937739637,3
88,Macedonia,Central and Eastern Europe,89,5.185,0.039555054127690836,-0.5632512706278856,0.611618774473145,1
89,Jordan,Middle East and Northern Africa,90,5.161,-0.12856566860454577,-0.17339553280655312,0.43214315113290175,2
90,Nigeria,Sub-Saharan Africa,91,5.155,1.6686596191963459,0.2910874660430471,-1.4310678766480407,3
91,Kyrgyzstan,Central and Eastern Europe,92,5.131,0.08634838922225006,0.6470102021467153,0.18327487169085743,4
92,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.595341523805629,-0.7439679425321366,0.3801319965828444,1
93,Mongolia,Eastern Asia,94,5.125,-0.13222330444468003,-0.10819338078868575,1.005864787966434,1
94,Vietnam,Southeastern Asia,95,5.103,-0.4861423592904604,0.2065284877718588,0.7139695927739399,2
95,Indonesia,Southeastern Asia,96,5.093,-0.1172805831866624,1.985019300293162,0.7574816443988114,4
96,Bhutan,Southern Asia,97,5.082,-0.5547541239554544,1.9376818887603,0.8779429924010174,4
97,Somalia,?,98,4.982,1.729817016732931,2.8824192096084817,-2.6668377190633747,3
98,Cameroon,Sub-Saharan Africa,99,4.975,2.0323187778030145,0.3546186801379411,-1.6700088793088002,3
99,Bulgaria,Central and Eastern Europe,100,4.933,-0.1791368689277135,-1.751604930349322,1.5957856847629093,1
100,Nepal,Southern Asia,101,4.88,0.48707191869962585,1.2295865337681406,0.04364553762424662,4
101,Venezuela,Latin America and Caribbean,102,4.806,0.47089747254346237,-2.001907321455079,1.4292616956889854,1
102,Gabon,Sub-Saharan Africa,103,4.758,0.9196197374846713,-1.3287246284643974,0.5203759403611876,1
103,Palestinian Territories,Middle East and Northern Africa,104,4.743,0.9915822234004845,-1.0239200196103129,0.36668677989024917,1
104,South Africa,Sub-Saharan Africa,105,4.724,0.3354952336630456,-0.4310552264587003,0.9113556451372896,1
105,Iran,Middle East and Northern Africa,106,4.707,0.09585219467854972,1.0780165013868495,1.1434753561446394,4
106,Ivory Coast,Sub-Saharan Africa,107,4.671,2.0818703489883084,0.6049663811480283,-1.3085337317853183,3
107,Ghana,Sub-Saharan Africa,108,4.657,1.5488059010464497,0.5529374756903999,-0.5461057205127691,3
108,Senegal,Sub-Saharan Africa,109,4.631,1.3492105343525687,-0.003682910215591851,-0.2672716766040138,3
109,Laos,Southeastern Asia,110,4.623,0.1533210378495404,1.5693219420149787,0.634630708511336,4
110,Tunisia,Middle East and Northern Africa,111,4.592,1.0612182800060912,-1.392524955176602,0.6807337027871614,1
111,Albania,Central and Eastern Europe,112,4.586,0.5964673500113082,-0.46377082914780265,0.9876327293657026,1
112,Sierra Leone,Sub-Saharan Africa,113,4.571,3.0109162127899958,0.9576905713346519,-2.0057284742561516,3
113,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,1.5129048568167642,0.009150525101737446,-0.4353540926574661,3
114,Bangladesh,Southern Asia,115,4.5,0.7029234717235011,0.8593618135114918,0.23051619794396042,4
115,Sri Lanka,Southern Asia,116,4.471,-0.5801149183839133,1.0372446508990272,2.289664471899212,4
116,Iraq,Middle East and Northern Africa,117,4.456,0.8159375152527314,-0.31003857038860316,1.186430879760505,1
117,Mali,Sub-Saharan Africa,118,4.447,1.9982535720989438,-0.00609514740573956,-0.5220580644001301,3
118,Namibia,?,119,4.441,0.5846830000480847,-0.6053883825940847,1.0640669256690087,1
119,Cambodia,Southeastern Asia,120,4.433,0.4296042950130444,1.4395040564022246,0.6772642974472785,4
120,Burkina Faso,Sub-Saharan Africa,121,4.424,1.910487234319291,0.5179816415080335,-0.4790899690174023,3
121,Egypt,Middle East and Northern Africa,122,4.419,0.8683502762432086,-0.5964536213975652,1.0764018895688992,1
122,Mozambique,Sub-Saharan Africa,123,4.417,1.8725903318582395,1.6150161053975463,-1.042860274555371,3
123,Kenya,Sub-Saharan Africa,124,4.41,0.9276229624318353,1.6581008637494496,0.548268644284432,4
124,Zambia,Sub-Saharan Africa,125,4.377,1.2443677020126278,0.9607719516764731,0.2217793636149268,4
125,Mauritania,Sub-Saharan Africa,126,4.356,1.8956472622018485,-0.5713245456996846,0.2932626967387089,1
126,Ethiopia,Sub-Saharan Africa,127,4.35,1.4233860051441094,1.2622109396134216,-0.1444403611647655,3
127,Georgia,Central and Eastern Europe,128,4.34,0.9528538736400128,-0.08938852664961042,0.6500351141995943,1
128,Armenia,Central and Eastern Europe,129,4.321,1.188728989587242,-1.2476811869471842,1.118403768708121,1
129,Myanmar,Southeastern Asia,130,4.308,-0.3588492834276445,4.139969459547867,1.9676567483610616,4
130,Chad,Sub-Saharan Africa,131,4.301,3.0696932116001614,0.14992169443965295,-1.162075403877442,3
131,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,2.4941318518275244,0.4469189213322049,-0.7796471953931393,3
132,India,Southern Asia,133,4.19,1.0652376014910725,0.748642155863313,0.7062377413229287,4
133,Niger,Sub-Saharan Africa,134,4.166,2.485956079676477,0.8316212096018618,-0.9013445989977477,3
134,Uganda,Sub-Saharan Africa,135,4.161,1.7495635086036436,1.178361487421491,0.0790005889472494,3
135,Benin,Sub-Saharan Africa,136,4.141,2.9082501965208327,0.8101260750654322,-1.3129353283982803,3
136,Sudan,Sub-Saharan Africa,137,4.139,2.1067868273653665,-0.8683468082839134,0.7504951755925616,1
137,Ukraine,Central and Eastern Europe,138,4.103,0.8278905460087352,-0.8683482028814784,2.268074675789363,1
138,Togo,Sub-Saharan Africa,139,3.999,2.7824428302171023,0.976502929664734,-1.0177855990875122,3
139,Guinea,Sub-Saharan Africa,140,3.964,2.3523290107423596,0.8946883488277241,-0.24345790847146917,3
140,Lesotho,Sub-Saharan Africa,141,3.808,1.7682696382084246,0.4615373098440943,0.7726530678737891,3
141,Angola,Sub-Saharan Africa,142,3.795,2.399588690950492,-1.2780441802493283,1.195950794913909,1
142,Madagascar,Sub-Saharan Africa,143,3.774,2.4844312808993845,-0.06291087029796072,0.3797131166481288,3
143,Zimbabwe,Sub-Saharan Africa,144,3.692,1.8216474797894484,0.4862188748288056,0.8952159827659071,3
144,Afghanistan,Southern Asia,145,3.632,3.586992269940448,0.07897784244489575,-0.3101662888854194,3
145,Botswana,Sub-Saharan Africa,146,3.59,0.30889574649526047,-0.23107564866587213,2.9155751837390187,1
146,Malawi,Sub-Saharan Africa,147,3.587,2.4502655987438855,1.550580000564472,-0.04161189847083237,3
147,Haiti,Latin America and Caribbean,148,3.582,2.9205340272970775,1.6357025494786914,0.5770326983828308,3
148,Liberia,Sub-Saharan Africa,149,3.495,2.6155106826575047,0.9484290259004877,0.27812828843267456,3
149,Syria,Middle East and Northern Africa,150,3.462,2.1928557745780664,1.7365518392870334,1.5711578591955206,4
150,Rwanda,Sub-Saharan Africa,151,3.408,0.06575652436154507,3.4132792387934234,2.1611277995144937,4
151,Yemen,Middle East and Northern Africa,152,3.355,2.118033368742248,-0.4269334183120373,1.6445236340346234,1
152,Tanzania,Sub-Saharan Africa,153,3.303,1.2504777104519875,1.6587791768524611,2.189738047363311,4
153,South Sudan,?,154,3.254,3.295764239590799,0.8760775203948702,0.5561600331640862,3
154,Central African Republic,Sub-Saharan Africa,155,3.083,4.762791495810294,1.5101941937716332,-1.3486196337485168,3
155,Burundi,Sub-Saharan Africa,156,2.905,3.9555325116206803,0.2944415124501766,0.46754682688792,3
