,Country,Region,Happiness Rank,Happiness Score,pca_component_1,pca_component_2,pca_component_3,cluster
20,United Arab Emirates,Middle East and Northern Africa,21,6.825,-1.9737164120089157,0.9460140341254798,-0.5126298664524924,3
21,Malta,Western Europe,22,6.726,-2.3028351263160705,1.358954783823522,0.21365611648787677,3
22,Mexico,Latin America and Caribbean,23,6.595,-0.625226443892298,-1.2388436560081315,-1.7198153431524135,1
23,France,Western Europe,24,6.592,-1.9481609967862294,-0.7371075431180034,-0.21985460484280656,1
24,Taiwan,Eastern Asia,25,6.446,-1.248101739585392,-0.34173135125721826,-0.08149863727588284,1
25,Chile,Latin America and Caribbean,26,6.444,-0.750173055249501,-0.8059541475020648,-0.831891535512405,1
26,Guatemala,Latin America and Caribbean,27,6.436,-0.2952887227247505,0.05910430683285204,-1.9642201592311008,1
27,Saudi Arabia,Middle East and Northern Africa,28,6.375,-1.1656945206466551,-0.99939683244327,-0.5637098682569736,1
28,Qatar,Middle East and Northern Africa,29,6.374,-2.1135642511042825,0.3357586168753179,0.6254322498807763,3
29,Spain,Western Europe,30,6.354,-1.4599577919722364,-1.16833569171846,0.05712773512952595,1
30,Panama,Latin America and Caribbean,31,6.321,-1.2014808214351942,-1.0267473549366979,-0.6158301813715005,1
31,Brazil,Latin America and Caribbean,32,6.3,-0.5423052954927872,-1.0803771024683055,-1.1590225506772687,1
32,Uruguay,Latin America and Caribbean,33,6.293,-1.4917213050046245,-0.3427156283401834,-0.3711298242579974,1
33,Singapore,Southeastern Asia,34,6.262,-3.6937695459174553,2.024031874096051,2.135209406045232,3
34,El Salvador,Latin America and Caribbean,35,6.253,0.00979677108647454,-0.8303327312209792,-1.899898731190665,1
35,Italy,Western Europe,36,6.223,-0.9309900962120835,-1.7085943137471735,0.10092789429539985,1
36,Bahrain,Middle East and Northern Africa,37,6.199,-1.583807119304572,0.3753874985170064,0.3539660354031695,1
37,Slovakia,Central and Eastern Europe,38,6.198,-0.7650700812843934,-1.6769748185514044,-0.31017743172951057,1
38,Trinidad and Tobago,Latin America and Caribbean,39,6.192,-0.8054062959821477,-0.6554646727484996,-0.4420072400321732,1
39,Poland,Central and Eastern Europe,40,6.182,-1.116059327837665,-1.0736657714035338,-0.3111049812037821,1
40,Uzbekistan,Central and Eastern Europe,41,6.174,-1.5080395862749156,2.112238141941373,-0.3177775605094769,3
41,Lithuania,Central and Eastern Europe,42,6.149,-0.5644418185850711,-2.1601428976663124,-0.532879818837746,1
42,Colombia,Latin America and Caribbean,43,6.125,-0.6018716917792567,-1.1547144218382461,-0.8907544257249462,1
43,Slovenia,Central and Eastern Europe,44,6.118,-1.7176628313262514,-0.7704307826677417,0.35580206149721744,1
44,Nicaragua,Latin America and Caribbean,45,6.105,-0.3331528348802187,0.22426327122227005,-1.1893145842338115,1
45,Kosovo,Central and Eastern Europe,46,6.1,-0.06883539476588778,0.18150585694427832,-1.1524692250438542,1
46,Argentina,Latin America and Caribbean,47,6.086,-0.8897535532111189,-1.4081738503197827,-0.5316293826107504,1
47,Romania,Central and Eastern Europe,48,6.07,-0.38359579699300667,-1.4050215402418091,-0.8841838814603726,1
48,Cyprus,Western Europe,49,6.046,-0.9805722186753626,-0.7706186694466467,0.12409369473380098,1
49,Ecuador,Latin America and Caribbean,50,6.028,-0.6578051280161837,-0.507663673489367,-0.7855551421684183,1
50,Kuwait,Middle East and Northern Africa,51,6.021,-1.322578256314104,-0.6176629024963559,0.38834143792748943,1
51,Thailand,Southeastern Asia,52,6.008,-1.0246119617528489,0.9241609829528891,0.18357984133695993,1
52,Latvia,Central and Eastern Europe,53,5.94,-0.4173307631858718,-1.7972804418579564,-0.24256462599921838,1
53,South Korea,Eastern Asia,54,5.895,-0.38949152958523725,-1.4219442497616275,0.27784318081500786,2
54,Estonia,Central and Eastern Europe,55,5.893,-1.6417125866013595,-0.6027037181061545,0.6197214930199973,1
55,Jamaica,Latin America and Caribbean,56,5.89,-0.5302844686335653,-1.0269444866927768,-0.646649682026398,1
56,Mauritius,Sub-Saharan Africa,57,5.888,-0.8922844750614799,-0.11312377772086304,0.10794844051452368,1
57,Japan,Eastern Asia,58,5.886,-1.8103638059627385,-1.2235827702104827,0.8980482514027966,1
58,Honduras,Latin America and Caribbean,59,5.86,-0.1710613923794362,0.5814426797298244,-0.9388206108730307,1
59,Kazakhstan,Central and Eastern Europe,60,5.809,-0.8221064237820587,-0.6913354829112166,0.23432844236787356,1
60,Bolivia,Latin America and Caribbean,61,5.779,0.05767814666531815,-0.24348802243259476,-1.1335997362276338,1
61,Hungary,Central and Eastern Europe,62,5.758,-0.0720224657516224,-2.1275205039385865,-0.05825157940048256,2
62,Paraguay,Latin America and Caribbean,63,5.743,-0.7109527914352325,-0.08168369378779503,-0.11492182228655759,1
63,North Cyprus,Western Europe,64,5.718,-1.4248092713038445,-0.08448179955167621,1.0333291868719023,1
64,Peru,Latin America and Caribbean,65,5.697,-0.2975881576726144,-1.2312563367079536,-0.43463198351206717,1
65,Portugal,Western Europe,66,5.693,-1.3040367970468598,-1.730258766484578,0.6328299042755441,1
66,Pakistan,Southern Asia,67,5.653,1.4415297687981272,0.46864818439676587,-1.89184214078746,0
67,Russia,Central and Eastern Europe,68,5.648,-0.294111299440691,-1.66202081767001,0.09196200851619013,2
68,Philippines,Southeastern Asia,69,5.631,-0.25846440815364363,-0.07141382027001256,-0.6815083426655489,1
69,Serbia,Central and Eastern Europe,70,5.603,-0.1408037120706888,-1.2952948441989873,0.0750959783138005,2
70,Moldova,Central and Eastern Europe,71,5.529,0.7909008449098388,-0.9797242662936434,-0.7684017825559004,2
71,Libya,Middle East and Northern Africa,72,5.525,-0.38139562139730027,-0.20283791162938736,0.08726796034719804,1
72,Montenegro,Central and Eastern Europe,73,5.523,-0.10327199397315436,-1.2666151332722826,0.35031708500041997,2
73,Tajikistan,Central and Eastern Europe,74,5.467,0.6011540115209552,0.8020004270112159,-0.9919835015471924,0
74,Croatia,Central and Eastern Europe,75,5.432,-0.24036031842987174,-1.520965337849131,0.5451340883529612,2
75,Hong Kong,Eastern Asia,76,5.43,-2.339234857900578,0.9877170657177416,2.583292358510208,3
76,Dominican Republic,Latin America and Caribbean,77,5.425,-0.7704806651255445,-0.5530296322841916,0.5131876946698242,1
77,Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.4463220470509058,-0.5557902231435607,0.254376544293975,2
78,Turkey,Middle East and Northern Africa,79,5.373,-0.17468962883281974,-1.5796303552515005,0.6585598603093812,2
79,Malaysia,Southeastern Asia,80,5.339,-0.6422509091060488,0.15619554049331852,1.0376969532367681,1
80,Belarus,Central and Eastern Europe,81,5.323,-0.3802960366051363,-1.198806582863509,0.790811223228462,2
81,Greece,Western Europe,82,5.287,0.37238896048473186,-2.8974035029421494,0.38644979444464006,2
82,Mongolia,Eastern Asia,83,5.285,-0.061957880037983165,-0.41161619849450437,0.715568861224113,2
83,North Macedonia,?,84,5.274,-0.11092379152798314,-0.7127911467477224,0.6122601984410784,2
84,Nigeria,Sub-Saharan Africa,85,5.265,1.5444782465841307,0.4720432246101933,-1.3751073551622555,0
85,Kyrgyzstan,Central and Eastern Europe,86,5.261,-0.019749770015825306,0.6947679784769744,0.16978006166168755,4
86,Turkmenistan,Central and Eastern Europe,87,5.247,-0.36372165036880744,-0.25815637460613056,1.0515032299773837,2
87,Algeria,Middle East and Northern Africa,88,5.211,0.7041512354255876,-1.6228242169183236,0.08817625836088476,2
88,Morocco,Middle East and Northern Africa,89,5.208,0.8422519787019422,-0.9018392285852204,-0.951110789641568,2
89,Azerbaijan,Central and Eastern Europe,90,5.208,-0.18267156495911177,-0.8723581396429261,0.3393932740628493,2
90,Lebanon,Middle East and Northern Africa,91,5.197,0.42281106499128546,-1.1452682285364988,0.4330453617244495,2
91,Indonesia,Southeastern Asia,92,5.192,-0.08036105484431887,2.149860789942094,1.059259994279912,4
92,China,Eastern Asia,93,5.191,-0.601368226336411,-0.7940194809119423,0.580824705245074,1
93,Vietnam,Southeastern Asia,94,5.175,-0.5339237792118896,-0.20060723411543893,0.5309739670313445,1
94,Bhutan,Southern Asia,95,5.082,-0.26225622999380527,1.9051302917411128,1.0200688963838913,4
95,Cameroon,Sub-Saharan Africa,96,5.044,2.0317616953762814,0.2944363535622974,-1.5681629639812718,0
96,Bulgaria,Central and Eastern Europe,97,5.011,-0.30877168682888656,-1.9069957437643614,1.3091523237277114,2
97,Ghana,Sub-Saharan Africa,98,4.996,1.6518140268776853,0.6198282597068577,-0.9421867831888765,0
98,Ivory Coast,Sub-Saharan Africa,99,4.944,2.315576625849159,0.4062001246293305,-1.736909658832546,0
99,Nepal,Southern Asia,100,4.913,0.551086322596176,1.0232440846970432,0.16052795842125836,4
100,Jordan,Middle East and Northern Africa,101,4.906,-0.10825339895275775,-0.4901623040721468,0.8339989308969593,2
101,Benin,Sub-Saharan Africa,102,4.883,2.819592129582175,0.7395487773050846,-2.275477393675861,0
102,Congo (Brazzaville),Sub-Saharan Africa,103,4.812,1.5875582443550063,-0.13809087346014667,-0.832192798355592,0
103,Gabon,Sub-Saharan Africa,104,4.799,0.6977103056675579,-1.5091639046025422,0.512913347828534,2
104,Laos,Southeastern Asia,105,4.796,0.2241334248835438,1.6285994418835816,0.5900275066034983,4
105,South Africa,Sub-Saharan Africa,106,4.722,0.46120054012372663,-0.6203374958263179,0.8483580586257083,2
106,Albania,Central and Eastern Europe,107,4.719,0.5201783950399391,-0.3811406503740687,0.8305912549674052,2
107,Venezuela,Latin America and Caribbean,108,4.707,0.32051746579567303,-2.0400714343144712,1.3524380484107137,2
108,Cambodia,Southeastern Asia,109,4.7,0.30862080875592923,0.9548559178173216,0.47231663829976184,4
109,Palestinian Territories,Middle East and Northern Africa,110,4.696,1.0101341574988763,-1.0874899967952534,0.33841877954950855,2
110,Senegal,Sub-Saharan Africa,111,4.681,1.4446461745321388,-0.2556308003124503,-0.28109019570165383,0
111,Somalia,?,112,4.668,1.9941611772475099,2.9167987396783626,-1.783027673004667,0
112,Namibia,?,113,4.639,0.6128566514580475,-0.9597147693982645,0.6314392654285267,2
113,Niger,Sub-Saharan Africa,114,4.628,2.6787465348486106,0.8008252491302089,-1.7316238601093428,0
114,Burkina Faso,Sub-Saharan Africa,115,4.587,2.083677598366882,0.3157727702144976,-0.7710086100941308,0
115,Armenia,Central and Eastern Europe,116,4.559,0.6352917681812893,-1.0820409695036888,0.9566231083567892,2
116,Iran,Middle East and Northern Africa,117,4.548,0.37304655494829825,0.6312591441171764,1.653987195492502,4
117,Guinea,Sub-Saharan Africa,118,4.534,2.262794326254306,0.720116452509451,-0.9099040437332337,0
118,Georgia,Central and Eastern Europe,119,4.519,0.9124597191098954,-0.46362855467448305,0.3717269999936928,2
119,Gambia,?,120,4.516,1.6450258624027452,1.6635076769805848,-0.35416937726038483,0
120,Kenya,Sub-Saharan Africa,121,4.509,1.1497503850114055,1.6717488500157776,0.5661715988612579,4
121,Mauritania,Sub-Saharan Africa,122,4.49,1.9914032673750484,-1.0948128493604787,-0.04472294499979647,2
122,Mozambique,Sub-Saharan Africa,123,4.466,1.6180516524101989,1.3084320664270155,-0.642745318611586,0
123,Tunisia,Middle East and Northern Africa,124,4.461,0.9929636894654601,-1.6801470566814607,0.9888820778152135,2
124,Bangladesh,Southern Asia,125,4.456,0.47173354299105336,0.7919874444681687,0.6515901003129476,4
125,Iraq,Middle East and Northern Africa,126,4.437,1.0206201306810623,-0.5244936044589782,1.1074593548952327,2
126,Congo (Kinshasa),Sub-Saharan Africa,127,4.418,2.451775983533744,0.38387634915562424,-0.8833256918686812,0
127,Mali,Sub-Saharan Africa,128,4.39,2.1005255700704573,-0.012526731129649341,-0.4892561516632956,0
128,Sierra Leone,Sub-Saharan Africa,129,4.374,2.8281518892629696,0.9285929361429752,-1.0743216034376064,0
129,Sri Lanka,Southern Asia,130,4.366,-0.39819716208340195,0.18661615157669734,2.4326678400311486,4
130,Myanmar,Southeastern Asia,131,4.36,-0.10279435761182405,3.764000844070794,2.379326619108429,4
131,Chad,Sub-Saharan Africa,132,4.35,3.240108535707442,0.42119372202391414,-1.2761853960163414,0
132,Ukraine,Central and Eastern Europe,133,4.332,0.6799681839325027,-1.1107404976067448,1.8315614083873162,2
133,Ethiopia,Sub-Saharan Africa,134,4.286,1.585099015551554,0.6150577155977383,0.19579592709667393,0
134,Swaziland,Sub-Saharan Africa,135,4.212,1.9629063104372213,-0.19430378691100558,0.09926231995085966,0
135,Uganda,Sub-Saharan Africa,136,4.189,1.7851261083530479,0.7921782991294615,0.2934950037143944,0
136,Egypt,Middle East and Northern Africa,137,4.166,1.0598037586811453,-1.1870495131120808,1.3562657258542221,2
137,Zambia,Sub-Saharan Africa,138,4.107,1.246349802085313,0.9834299858461916,0.9905755106737971,4
138,Togo,Sub-Saharan Africa,139,4.085,2.8743994306626726,0.6240438058477795,-0.7957972490401858,0
139,India,Southern Asia,140,4.015,1.0157436891566969,0.786855869753068,1.2502431348633558,4
140,Liberia,Sub-Saharan Africa,141,3.975,2.4169410777503044,0.7887664373121807,-0.20426088450606034,0
141,Comoros,Sub-Saharan Africa,142,3.973,2.7392172747163257,0.7358016904889246,0.08631564402700609,0
142,Madagascar,Sub-Saharan Africa,143,3.933,2.5383618588632575,-0.37659027258269756,0.19690451496105812,0
143,Lesotho,Sub-Saharan Africa,144,3.802,1.9835023812429664,-0.017240716052071912,0.6196968739846033,0
144,Burundi,Sub-Saharan Africa,145,3.775,3.3407328174683726,1.1942778953629867,-0.8489892586927049,0
145,Zimbabwe,Sub-Saharan Africa,146,3.663,1.6567426943510175,0.2001065353154832,1.1876822551929351,4
146,Haiti,Latin America and Caribbean,147,3.597,3.034205572222101,1.7603276899185547,1.0140814197277788,0
147,Botswana,Sub-Saharan Africa,148,3.488,0.31866380354343105,-0.8814179185819784,2.9273342771641193,2
148,Syria,Middle East and Northern Africa,149,3.462,3.174221103357932,1.3209832267952115,1.1106233647457044,0
149,Malawi,Sub-Saharan Africa,150,3.41,2.3988410785957757,1.3398729909576157,0.6624466486091958,0
150,Yemen,Middle East and Northern Africa,151,3.38,2.2609662696628794,-0.7280248011105492,1.40715286395068,2
151,Rwanda,Sub-Saharan Africa,152,3.334,0.40153288548267746,3.081404650602559,2.3797438878233605,4
152,Tanzania,Sub-Saharan Africa,153,3.231,1.354458204432236,1.6452259467617538,2.4307686334496976,4
153,Afghanistan,Southern Asia,154,3.203,3.958747453430843,-0.498888653995293,0.4182138885349765,0
154,Central African Republic,Sub-Saharan Africa,155,3.083,5.080274473400146,1.4111944022723615,-1.1081317629109748,0
155,South Sudan,?,156,2.853,3.808279654943205,0.25590187460494845,1.1999685905234787,0
